Title,Year,Quote,Trans

Rocky Handsome,Release Year - 2016,Kal ki baat karne waala kal nahi marta ... kal ki baat karne waala aaj marta hai ... sirf aaj ka sochne waale ke haathon ... aur main sirf abhi ki sochta hoon,"The one who talks about tomorrow, doesn't die tomorrow ... the one who talks about tomorrow, dies today ... only from the hands of the one who thinks about today ... and I only think about the present"

Rocky Handsome,Release Year - 2016,Tujhse kitni badi galati hui hai woh tujhe teri sazaa batayegi,Your punishment will tell you how big a mistake have you done

Albela,Release Year - 2001,Is duniya ke andar apne pyar ka gala ghontana bahut mushkil hai ... magar joh aadmi apun ko pyar karta hai ... uska dil todna bahut paap hai,In this world it's very hard to squeeze the neck of your love ... but the one who loves us ... it's a very big sin to break their heart

Albela,Release Year - 2001,Kisi aaise aadmi ke saath din guzaro ... joh raatein tumhari yaad mein guzarta ho,Spend your days with a person ... who spends his nights in your memories

Albela,Release Year - 2001,Jab zindagi mein pehli baar koi kisi ko I love you bolta hai na ... kya lagta hai ... aaisa lagta hai ki ek bottle daru aang ke andar ghus gaya ho ... aur daru bhi aaisa jis mein mithaas bhi hai aur nasha bhi,When someone says I love you to someone for the first time ... then it feels so good ... it feels as if a bottle of alcohol has entered in the body ... and that kind of alcohol in which there is sweetness and intoxication as well

Albela,Release Year - 2001,Yeh aag hoti hi aaisi hai ... sab kuch jala deti hai ... fark bas itna hai ki kahin dikhai deti hai aur kahin nahi dikhai deti,Fire has this characteristic ... it burns everything ... the only difference is that somewhere it can be seen and somewhere it can't be seen

Qaidi No. 911,Release Year - 1959,Insaan ki zindagi tarazu ka ek palhada hai ... joh kabhi upar aur kabhi neeche,The life of a person is like the side of a beam balance ... which is sometimes up and sometimes down

Qaidi No. 911,Release Year - 1959,Mehnat se din raat padhoonga ... pehla number pass karoonga,I study hard day and night ... and I'll come first in the examination

Qaidi No. 911,Release Year - 1959,Baimaani ke chocolate se imaandari ki chane hazar gunah zyada achche hai,The nuts of honesty are thousand times better than the chocolate of cheating

Qaidi No. 911,Release Year - 1959,Jab main dushmani pe utar aata hoon ... toh insaan ko pataal mein bhi chain naseeb nahi hota,When I come down to enmity ... then a person doesn't even get space in the world below the earth

Ki And Ka,Release Year - 2016,"Robo hai tu robo, corporate robo ... tere hardware mein koi soft feelings hi nahi hai","You're a robot, a corporate robot ... there are no soft feelings in your hardware"

Ki And Ka,Release Year - 2016,Mera maqsad mehnat se bachna nahi ... meri mehnat faltu maqsad se bachke rehna hai,My goal is not to stay away from hard work ... I work hard to stay away from useless goals

Ki And Ka,Release Year - 2016,"Tere spaghetti jaise ghane lambe baal ... olives jaisi kaali kaali, actually not so kaali kaali aankhen ... baby corn jaisi nukeeli naak ... cherry tomatoes jaise laal laal gaal ... sliced bell pepper se bane honth ... jalapeno si teekhi zubaan ... chalti phirti pasta dish ho","You have dense black hair like spaghetti ... black eyes like olives, actually not completely black ... sharp nose like baby corn ... red cheeks like cherry tomatoes ... lips made from sliced bell pepper ... spicy tongue like jalapeno ... you're a walking pasta dish"

Ki And Ka,Release Year - 2016,Sugarfree biscuit jis mein sugar kam hai ... sugar waale biscuit se double mehenga ... slim milk jis mein doodh kam hai ... woh doodh waale milk se zyada mehenga hai ... kam khana zyada khane se expensive ho gaya hai,Sugarfree biscuits which have less sugar ... are double the price of the sugar biscuits ... slim milk which has less milk ... is more expensive than regular milk ... eating less has become more expensive than eating more

Kapoor And Sons,Release Year - 2016,"Marne se pehle main chahta hoon ke mere pariwar ke saath ek family photo ho ... jiske neeche title hoga ""Kapoor and Sons"", since 1921","Before dying I wish to have a family photo with my family ... on the bottom of which it will be written ""Kapoor and Sons"", since 1921"

Fan,Release Year - 2016,Pehle fan star ke peeche bhaagta tha ... ab star fan ke peeche bhaagega,First the fan was chasing the star ... and now the star will chase the fan

Fan,Release Year - 2016,"Connection bhi na kamaal ki cheez hai ... bas ho gaya toh ho gaya ... Wi-Fi, bluetooth se bhi zyada strong hai apna connection",Connection is a very strange thing ... it just happens ... our connection is stronger than Wi-Fi and bluetooth

Fan,Release Year - 2016,Woh sirf star nahi hai ... duniya hai meri,He's not just a star ... he's my world

Fan,Release Year - 2016,Joh aapko pyar karta hai uska dil todna bhi crime hi hai,It's a crime to break the heart of the one who loves you

Farz Aur Kanoon,Release Year - 1982,(Kaun ho tum?) ... Zulm ke andhere mein kanoon ki roshni ko jalakar ... masoomon ko zindagi dekar ... zaalimon ko maut ki neend sulaane waala ... inspector Ranjit Kumar,(Who are you?) ... The one who starts the light of law in the darkness of injustice ... the one who gives life to the harmless ... and the one who gives the sleep of death to the evil people ... I'm inspector Ranjit Kumar

Farz Aur Kanoon,Release Year - 1982,Yeh rishtey toh pehda hone se pehle hi uparwaala muqadar ki kitaab mein likh deta hai ... us likhai ko badalna hamare bas ki baat nahi hai,God writes our relationships in the book of destiny even before we are born ... and it's not in our hands to change what's written in that

Farz Aur Kanoon,Release Year - 1982,Main daulat ke maidaan mein gareeb zaroor hoon ... lekin imaandari aur sharafat ke maindaan mein bahut zyada amir hoon,"I may be poor on the grounds of money ... but on the grounds of honesty and righteousness, I'm very rich"

Farz Aur Kanoon,Release Year - 1982,Dukh aur sukh ki tarah galatiyan bhi aadmi ke muqadar mein likhi hoti hai ... galatiyan karke joh pachtata hai wohi insaan kehlata hai,"Like sadness and happiness, even mistakes are written in the destiny of a person ... and the one who repents after committing a mistake is called a human"

Global Baba,Release Year - 2016,Baba matlab note jhapat ... dikha jannat ka shortcut,A religious saint means to jump on money ... by showing people the shortcut to heaven

Global Baba,Release Year - 2016,Police wale do hi mauke par muft ki daawat dete hai ... ek baar tab jab usse apni vardi utarne ka khatra ho ... aur doosri baar jab usse sarkar se medal milne ki umeed ho,A police officer gives a treat only under two circumstances ... one when he's concerned that he's going to loose his job ... and second when he has the hope of getting a medal from the government

Global Baba,Release Year - 2016,Desh do hi log chalate hai ... mahatma aur Gandhi ... mahatma woh jinke gunahon ka koi saboot na ho,Only two people run this country ... a holy person and Mahatma Gandhi (money) ... a person is called holy when there are no proofs to his crime

Global Baba,Release Year - 2016,Yeh Global Baba ka kal kya hoga pata nahi ... lekin aaj iska bal global hai,We don't know what will happen to Global Baba tomorrow ... but today his power is global

Love Games,Release Year - 2016,"Roses are red, violets are blue ... sex can be dangerous, but love can be to","Roses are red, violets are blue ... sex can be dangerous, but love can be to"

Love Games,Release Year - 2016,"Mujhe sirf teen cheezein pasand hai ... winning, cocaine aur love games","I only like three things ... winning, cocaine and love games"

Love Games,Release Year - 2016,Life is not worth living until you find someone or something to die for,Life is not worth living until you find someone or something to die for

Love Games,Release Year - 2016,Love woh bahana hai joh lust apna matlab poora karne ke liye use karti hai,Love is that excuse which lust uses to fulfill its needs

Sarphira,Release Year - 1992,Jab mujhpar koi haath uthata hai toh mera sar phir jaata hai ... aur jab mera sar phir jaata hai toh main saamne waale ki duniya phira deta hoon,When someone raises their hand on me then my mind spins ... and when my mind spins then I spin the world of the person who attacks me

Sarphira,Release Year - 1992,Maa ki mamta aulad ki zindagi ke liye amrit hai ... lekin jab woh mamta andhi ho jaye toh zehar ban jaati hai,"A mother's love is a divine syrup for the life of her child ... but when that love becomes blind, then it turns into poison"

Sarphira,Release Year - 1992,Jawaani ki pasand ko tajurba aur dil ki pasand ko dimaag agar tol le ... toh thokar nahi lagti,If experience balances the choice of youth and the mind balances the choice of the heart ... then you don't stumble

Yaarana (1995),Release Year - 1995,Kab se tadap raha tha deedar ke liye ... aankhen taras gayi apne yaar ke liye,Since so long I've been waiting for your sight ... my eyes are yearning for my beloved

Yaarana (1995),Release Year - 1995,Upar waale ne tere liye sirf teen manzilein banayi hai ... pehda hone se pehle teri maa ke pet mein ... marne ke baad chitta par ... aur jab tak tu zinda rahegi tu hamari banke rahegi,God has only made three stories for you ... first the womb of your mother before you were born ... then your pyre after you die ... and until you're alive you'll remain as mine

Baaghi: A Rebel For Love,Release Year - 2016,"Agar tera mera koi connection hai, toh agli baar jab baarish hogi ... hum apne aap mil jayenge","If you and I have any connection, then the next time it rains ... we both will meet automatically"

Baaghi: A Rebel For Love,Release Year - 2016,"Maana mera tareeka galat tha ... par kya karoon, tumse bahut pyar karta hoon","I agree that my way was wrong ... but what can I do, I love you a lot"

Baaghi: A Rebel For Love,Release Year - 2016,Itni jaldi kya hai ... abhi toh maine start kiya hai,What's the hurry ... I've just started now

Baaghi: A Rebel For Love,Release Year - 2016,Tu bahut aage jayega ... kyun ki tu jahan bhi jayega na ... log bolenge chal beta aage bhad,"You will go very forward in life ... because wherever you'll go ... people will say that, come on move ahead and go away"

Bhagyawan,Release Year - 1994,Mera farz is vardi ka mohtaj nahi hai ... yeh vardi toh mehaz ek mayaan hai jis mein main apne farz ki talwar mehfooz rakhta hoon,My duty is not dependent on my police uniform ... this uniform is just a scabbard in which I keep the sword of my duty secured

Bhagyawan,Release Year - 1994,"Pati ek bank balance hota hai, ek tijori hota hai ... jis mein se paise nikaal nikaalkar gehne banwao, sareeyan khareedo, mauj karo mauj ... lekin unka dil rakhne ke liye kabhi unka sar dabao, kabhi unke pair dabao ... haala ki dil toh karta hai ki unka gala dabao, taaki jhanjhat hi khatam","A husband is like a bank balance, like a vault ... from which you remove money and make jewellery, buys sarees, and have fun ... but to keep their heart sometimes we have to massage their head, their legs ... when we wish that we could simply press their neck, so that the problem is over once and for all"

Bhagyawan,Release Year - 1994,Jis din kisi ghar ki deewaron ke kaan nikal aate hai ... us din us ghar ki buniyaad mein dimak lag jaati hai,The day the walls of a house get their ears out ... that day termites enter the foundation of that house

Bhagyawan,Release Year - 1994,Shaadi karne ka sirf ek hi faiyda hai ... ki agar aadmi markar narak mein bhi jaaye ... toh lagta hai swarg mein aa gaya,There is only one advantage of getting married ... that even if a person goes to hell after dying ... then it feels like heaven

Agnichakra,Release Year - 1997,Zindagi mein jitne chahe dushman bana lena ... magar kabhi kisi ko apna dost nahi banana ... kyun ki dost ek aisa naag hai jis logon ko peekar jeeta hai ... ek din apna saara zehar us hi logon mein bhar deta hai,Make as many enemies as you want in your life ... but don't make anyone as your friend ... because a friend is a snake ... who puts all his poison in the person who helps him to live

Agnichakra,Release Year - 1997,Joh aadmi time ko salute nahi karta ... uska life maut se bhi dangerous hota,The one who doesn't salute time ... their life becomes more dangerous than death

Dil Hi To Hai,Release Year - 1992,Tune ek kadam bhi aage badhaya toh talwarein chal jayengi ... aur tere is saathi ki choti choti botiyan banke hawa mein bikhar jayengi,Even if you move one step forward then the swords will be used ... and your partner will be cut into pieces and he'll be scattered in the air

Dil Hi To Hai,Release Year - 1992,Kya cheez hai yeh aansun bhi ... aaisa lagta hai jaise barson ka bhukhaar joh mann mein bhara hua tha ... in do qatre aansuyon mein behke nikal gaya,Tears are such a strange thing ... it feels that the fever that was accumulated for years in this heart ... that has flown out with these two tears

Dil Hi To Hai,Release Year - 1992,If you want to be what you want to be ... be what you want to be ... and to be what you want to be ... believe what you want to be,If you want to be what you want to be ... be what you want to be ... and to be what you want to be ... believe what you want to be

Dil Hi To Hai,Release Year - 1992,"Tera bhi jawaab nahi uparwaale ... chokri na mili, naukri mil gayi ... stree na mili, istree mil gayi","God you're great ... I didn't find a girl, but I found a job ... I didn't find a woman, but I found an iron"

Azhar,Release Year - 2016,Sau sahi kaam karlo koi yaad nahi rakhta ... ek galat ilzaam aur sabne bhula diya,No one remembers you when you do a hundred good things ... but with one wrong allegation everyone forgets you

Azhar,Release Year - 2016,Jinke paas dost kam hote hai na ... woh amir nahi hote,Those who have only a few friends ... they are not rich

Azhar,Release Year - 2016,Ab farak nahi padta ... kyun ki jab farak nahi padta zindagi mein ... farak tabhi aata hai,Now I don't care ... because when you don't care in life ... only then a change comes along

Azhar,Release Year - 2016,Tumhare aage badne ki duayein maine maangi ... aaj mujhe hi peeche chhod diya,I prayed for you to move ahead ... and today you've left me behind

Ek Musafir Ek Hasina,Release Year - 1962,"Baat nazaron ki hai, baat kuch bhi nahi ... jisko dil chahe duniya mein hai woh haseen","It's all about the way you see and nothing else ... the one whom the heart loves in this world, seems like a beautiful person"

Ek Musafir Ek Hasina,Release Year - 1962,"Kyun aag lagati phirti ho, jab garam hawa se darti ho ... dil pehle jalakar khaak kiya, ab thandi saansein bharti ho","Why do you ignite a fire everywhere when you're scared of hot air ... first you burnt my heart into ashes, and now you're blowing cold air"

Ek Musafir Ek Hasina,Release Year - 1962,"Insaan duniya ki har cheez bhool sakta hai ... magar apni biwi ko nahi bhool sakta, apne ghar ko nahi bhool sakta ... un cheezon ko kabhi nahi bhool sakta jinpar uski zindagi ka daromadar hai",A person can forget everything in this world ... but he cannot forget his wife and his house ... he cannot forget those things which are the foundation of his life

Dil Tera Diwana,Release Year - 1996,Ab tak meri zubaan tujhse sawaal pooch rahi thi ... lekin ab jawaab degi teri zubaan aur sawaal karega hamara inteqam,Until now my mouth was asking you the question ... but now your mouth will give the answer and my revenge will ask the question

Dil Tera Diwana,Release Year - 1996,Bambai mein bus ki aur chokariya ki intezar nahi karni chahiye ... pati nahi kab aa jaye ... aaye aaye nahi aaye,In Mumbai one should not wait for a bus or a girl ... who knows when they'll come ... or may be whether they'll even come or not

Dil Tera Diwana,Release Year - 1996,"Mujhe sone chandi se nahi ... un baazuon se pyar hai joh do waqt ki roti toh kama sake ... jinko duniya unki mehnat, unke naam se jaane ... jinki peeth par apne A1 baap ke naam ka stamp nahi hota",I don't love gold and silver ... I love those hands who can earn to feed food twice a day ... whom the world knows because of their hard work and their own name ... and who don't have an famous stamp of their father on their back

Housefull 3,Release Year - 2016,"I can laugh English, I can walk English ... but I cannot talk English","I can laugh in English, I can walk in English ... but I cannot talk in English"

Housefull 3,Release Year - 2016,Love is blind ... but in my case the lover is blind,Love is blind ... but in my case the lover is blind

Housefull 3,Release Year - 2016,Insaan ke sanskar badhe hi hone chahiye ... chota toh Bheem bhi hota hai,The values of a person must be high ... since even Bheem by himself is small

Housefull 3,Release Year - 2016,Insaan ko hamesha clean hi hona chahiye ... dirty toh picture bhi hai,A person must always be clean ... since even a movie can be dirty

Main Aur Charles,Release Year - 2015,Kehte hai ki sachai ki hamesha jeet hoti hai ... par burai kabhi haarti nahi,It is said that truth always wins ... but evil never loses

Main Aur Charles,Release Year - 2015,Criminal ko punishment se zyada pakde jaane ka fear hota hai,A criminal fears more about getting caught than about the punishment

Main Aur Charles,Release Year - 2015,He can escape ... but no one can escape him,He can escape ... but no one can escape him

Main Aur Charles,Release Year - 2015,It is good to be evil,It is good to be evil

Talvar,Release Year - 2015,Saboot aur saza jaise jacha aur bacha ... tandurust jacha toh mazboot bacha,Proof and punishment are like motherhood and a baby ... if the motherhood is strong only then will the baby be strong

Talvar,Release Year - 2015,Har koi apni biwi ko pyar toh karta hi hai ... aur na bhi karta ho toh karne ki acting toh karta hi hai,"Everyone loves their wife ... and even if they don't, yet they do the acting of loving her"

Sarbjit,Release Year - 2016,Aap logon ko bas peeth par vaar karna aata hai ... par hum Hindustaniyon ne kabhi peeth dikhana seekha hi nahi hai,You guys only know how to attack behind the back ... but we Indians have never learnt how to turn our backs to someone

Sarbjit,Release Year - 2016,Mashaal ek ho ya ek lakh ... sirf ek chingaari ki zaroorat hai usse jalane ke liye,Whether there is one or millions of torches ... you only need one spark to ignite them

Sarbjit,Release Year - 2016,Yeh lakeeran na badhi dheet hai ... mutthi mein toh band ho jaati hai par qaabu mein nahi aati,These palm lines are very stubborn ... you can enclose them in your fist but you can't control them

Sarbjit,Release Year - 2016,"Na kar bandeya meri teri ... char dinan da phair hai duniya ... phir tu bhi mitti, main bhi mitti",Don't do yours and mine ... life is nothing but four days long ... after that we both will turn into dust

One Night Stand,Release Year - 2016,Samundar aur aasmaan bhi mil jaate hai hamari tarah ... aur jahan woh milte hai wahan duniya khatam ho jaati hai,"Even the ocean and the sky meet just like us ... but where they meet, the world ends there"

One Night Stand,Release Year - 2016,Tum jaisi auratein mard ke bagair reh nahi sakti ... oh sorry in your case mardon ke bagair,Women like you can't live without a man ... oh sorry in your case without men

One Night Stand,Release Year - 2016,Zindagi ka problem yehi hai ... galatiyan pal mein ho jaati hai ... lekin saza badi lambi chalti hai,This is the problem of life ... mistakes happen in a moment ... but their punishment lasts for a long time

One Night Stand,Release Year - 2016,Kehte hai har saat saal mein insaan ke body cells badal jaate hai ... iska matlab insaan poora ka poora naya ho jaata hai ... lekin kabhi kabhi insaan ko badalne mein kuch din hi kaafi hote hai,It's said that the human body cells change every 7 years ... which means that a person changes completely ... but sometimes only a few days are enough for a person to change

All Is Well,Release Year - 2015,Zindagi se bhaagte bhaagte ek modh aaisa aata hai ... jab aage badne se pehle aapko rukna padta hai,When you run behind life there comes a turn ... when you have to pause before you move ahead

All Is Well,Release Year - 2015,Kuch log sapno ke peeche bhaagte hai kyun ki woh unhe sach karna chahte hai ... lekin kuch log sapno ki peeche is liye bhaagte hai kyun ki unhe apni sachai se bhaagna hota hai,Some people run behind their dreams since they want to make them true ... but some people run behind their dreams since they want to run away from their truth

Sultan,Release Year - 2016,Izzat aur guroor mein dhaage bhar ka pharak hove hai,The difference between respect and arrogance is as thin as a thread

Sultan,Release Year - 2016,Yeh haath nahi hatauda hai hatauda ... mooh pe pada na ... daant popcorn ki tarah bahar aa jayenge,These hands are like a hammer ... if it falls on your face ... then your teeth will come out like popcorn

Sultan,Release Year - 2016,"Asli pehalwan ki pehchaan akhade mein nahi, zindagi mein hove hai ... taki jab zindagi tumhe patke toh tum phir khade ho ... aur aaisa daanv maro ki zindagi chitt ho jaye","A true fighter can be identified in life, and not in a fighting ring ... so that you get up again when life pushes you down ... and then play in such a way that life gets defeated"

Sultan,Release Year - 2016,Agar tune aaj give up kiya ... toh shayad bahar se zinda reh jaye ... magar andar se mar jayega hamesha ke liye,If you give up today ... then may be you'll be alive from the outside ... but from within you'll be dead forever

Junooniyat,Release Year - 2016,Har sher mein alfaaz toh hote hai ... par har alfaaz shayari nahi ... pyar toh sab karte hai ... par har pyar junooniyat nahi,In every poem there are words ... but not every word is a poem ... everyone falls in love ... but not each and every love is passionate

Junooniyat,Release Year - 2016,Ek hawa chhuke gayi abhi abhi ... chandni pighal abhi abhi ... yeh mujhe kya ho gaya ... yeh kahan main kho gaya,Just now a gust of wind has touched me ... just now the moonlight has melted ... what has happened to me ... where have I lost myself

Junooniyat,Release Year - 2016,"Pyar ek parchai ki tarah hai ... jab tak uski aadat padh jaati hai, shaam ho jaati hai",Love is like a shadow ... the sun sets by the time you get used to it

Junooniyat,Release Year - 2016,Jahan pyar hota hai wahan khalish nahi hoti ... aur agar khalish ho toh samjho pyar tha hi nahi,"Where there is love, there is no pain ... and if pain is there, then understand that there was no love"

Dishoom,Release Year - 2016,Tu Munna Bhai hoga lekin main Circuit nahi hoon ... tu Batman hoga lekin main Birdman nahi hoon ... tu hero hoga lekin ab main bhi hero hoon,"You may be Mr. Munna, but I'm not Mr. Circuit ... you may be Batman, but I'm not Birdman ... you may be a hero, but now even I'm a hero"

Dishoom,Release Year - 2016,Kamata hoon Dirham mein lekin kharachta hoon rupai mein ... khata hoon inki lekin sunta hoon sirf Modi ji ki,I earn money in Dirhams but I spend in Rupees ... I take money from these guys but I only listen to Narendra Modi

Dishoom,Release Year - 2016,"(Mat piyo, it's killing you) - Bullets nahi maar payi ... yeh cigarette kya cheez hai","(Don't smoke, it's killing you) - The bullets couldn't kill me ... this cigarette is nothing in front of it"

Dishoom,Release Year - 2016,Yeh Arabiyon ka Dongri hai beta ... yahan shaanpatti sirf shaano pe jachti hai ... police waalon pe nahi,This is the local area of Arabs ... here only the smart people look good acting smart ... not the police

Banjo,Release Year - 2016,Tu nikal apne sapne ke peeche ... aur jidhar bhi palatkar dekhegi na ... apan khada milega tere peeche,You go behind your dream ... and wherever you'll turn around and see ... you'll find me standing right behind you

Banjo,Release Year - 2016,Zindagi do choice deta hai ... joh milta hai woh haath phailakar le lo ... ya phir joh maangta hai woh haath uthakar cheen lo,Life gives us two choices ... open your hands and take what you get ... or else raise your hand and snatch what you want

Banjo,Release Year - 2016,Iska haath agar aadmi pe padhe toh aadmi hil jaata hai ... aur agar banjo pe padhe toh bhi aadmi hil jaata hai,If his hand lands on a person then that person shakes ... and if his hand lands on a banjo then also that person shakes

Banjo,Release Year - 2016,Kabhi socha hai ki Mumbai ko sapno ka shehar kyun kaha jaata hai ... kyun ki yahan pe sapne sirf bungalow aur imaraton mein nahi ... galiyon ki gandi naaliyon mein bhi palte hai,Have you ever thought as to why Mumbai is called as the city of dreams ... because here dreams are not only seen in bungalows and buildings ... but they are also seen in the dirty gutters of the streets

Milap,Release Year - 1955,"Is duniya mein paisa nahi toh kuch nahi ... baap ki shafqat paisa, maa ki mamta paisa, aurat ka pyar paisa ... paisa, paisa, paisa","In this world if you don't have money, then you don't have anything ... the kindness of a father is money, the motherly love of a mother is money, the love of a woman is money ... money, money, money"

Milap,Release Year - 1955,Na hui sard dil ki lagi ... barf mein bhi laga ke dekh liya ... itna sher garam tha ... magar barf mein daal ke thanda kar diya,The love of my heart didn't go cold ... I even tried to put it in ice ... the poem was so warm and nice ... but by putting it in the ice you made it cold

Milap,Release Year - 1955,"Ishq toh sabhi karte hai ... lekin sabka kurta pyjama, coat patloon nahi ban jaata",Everyone falls in love ... but not everyone's simple clothes turn into a suit and a pant

Great Grand Masti,Release Year - 2016,Gaanv mein wow ... maska pav ... meow!,Something wow in the village ... like butter and bun ... meow!

Great Grand Masti,Release Year - 2016,Hum is baar shehar ki mem ke saath A-B-C-D nahi ... gaanv ki gori ke saath Ka-Kha-Ga ... Fa karenge,This time we don't do A-B-C-D with a gorgeous city girl ... but with a beautiful village girl we'll do Ka-Kha-Ga ... and F**k

Great Grand Masti,Release Year - 2016,Sapne mein matka ... reality mein jhatka ... upar wale tu kahan laake patka,"A pot in the dreams ... a jerk in reality ... oh god, where have you thrown me"

Great Grand Masti,Release Year - 2016,Duniya bhar ki masti tumhare pyar ki barabari nahi kar sakti ... aur aaj us hi pyar ki kasam khate hai ... mar jayenge par tumhe kabhi dhokha nahi denge,"All the entertainment of the world can't equal your love ... and today I swear on that love ... that I'll die, but I'll never cheat on you"

Fever,Release Year - 2016,It takes courage to love someone who doesn't love you,It takes courage to love someone who doesn't love you

Fever,Release Year - 2016,Mere liye khoobsurati aam baat hai ... aur khoobsurat ladkiyan roz ki baat hai,Beauty is just a normal thing for me ... and beautiful women are a regular thing for me

Fever,Release Year - 2016,Joh cheez jaan le sakti hai woh jaan bacha bhi sakti hai,The thing that can take a life can also save a life

Fever,Release Year - 2016,They say love kills ... it actually does,They say love kills ... it actually does

Do Lafzon Ki Kahani,Release Year - 2016,"Joh log kam bolte hai na ... un mein yaadon ka ek jwalamukhi bhara hota hai ... jis mein woh jalte rehte hai, jalte rehte hai",People who speak less ... have a volcano of memories within them ... in which they keep on burning

Do Lafzon Ki Kahani,Release Year - 2016,Ek boxer ka sabsa bada dushman hai reham ... joh tumhara opponent tumpar kabhi nahi karega,The biggest enemy of a boxer is his mercy ... which your opponent will never do on you

Ek Dil Sau Afsane,Release Year - 1963,Aatma woh vastu hai ... jise na talwar kaat sakti hai na aag jala sakti hai,A soul is such a thing ... which cannot be cut by a sword and neither can't it be burned by fire

Ek Dil Sau Afsane,Release Year - 1963,Pati patni ghar banate hai ... bache us hi ghar ko swarg bana dete hai,A husband and wife make a home ... but children are the ones who turn that home into heaven

Raju Chacha,Release Year - 2000,Woh bache jinke mummy pappa nahi hote na ... God ke sabse special bache hote hai,Those kids who don't have parents ... are the most special kids of God

Raju Chacha,Release Year - 2000,"Tere labon pe inkaar hai, mere labon pe ikraar hai ... haan yahi toh hai sab nishaaniyan, haan issi ka naam toh pyar hai","There is no on your lips, there is yes on my lips ... these are all the signs, this is what is called as love"

Raju Chacha,Release Year - 2000,Jhooth ko sach banane ke liye saboot ki zaroorat hoti hai ... sach toh khud ek saboot hai,You need proof to turn a lie into the truth ... but truth by itself is a proof

Kissa Kursi Ka,Release Year - 1978,Politics mein right aur wrong nahi hota ... politics mein manzil hi sab kuch hai ... rasta chahe koi bhi ho,There is no right or wrong in politics ... in politics the destination is everything ... no matter what the path is

Kissa Kursi Ka,Release Year - 1978,"Chunaav aur politics akal ka khel hai ... umeedvaar chahe koi bhi ho ... agar uske peeche akal hai, organization hai, planning hai toh woh zaroor jeetta hai","Elections and politics is a mind game ... no matter who the candidate is ... if he has brains, an organization and planning behind him, then he will definitely win"

Pati Parmeshwar,Release Year - 1990,"Chup chaap anyay sehna kamzori hai ... magar anyay karne waale ko chetavani dekar muqabale ki ghoshana karke ... mann ki dhirdta se, magar ahinsa se uske anyay ka anth dekhna kamzori nahi, shakti hai","It is weakness to bear injustice ... but challenging a sinner, announcing a battle ... and to watch the end of injustice with non-violence and a strong heart is power, and not weakness"

Pati Parmeshwar,Release Year - 1990,"Dharti par itna anyay karne ke baad bhi ... insaan ko jeene ke liye, palne ke liye, yahan tak ki marne ke liye bhi dharti ko gaud chahiye ... yahi dharti ki jeet hai","Even after committing so many sins on the earth ... to live, to grow and even to die a human needs the lap of the earth ... this is victory for the earth"

Pati Parmeshwar,Release Year - 1990,Atmavishvas se insaan ko hi nahi ... bhagwan ko bhi jeeta ja sakta hai,With self confidence you can not only win a person ... but God as well

Beiimaan Love,Release Year - 2016,Har successful aadmi ke peeche ek aurat ka haath hota hai ... lekin main yeh kehna chahti hoon ki ... ek kaamyab aurat ke peeche ek kaamyab aadmi ka haath hota hai,Behind every successful man there is a woman ... but I want to say that ... behind every successful woman there is a successful man

Beiimaan Love,Release Year - 2016,Na main kisi saanp se darti hoon na kisi seedi se ... I'm way above your snakes and ladders game,I'm not scared of snakes nor ladders ... I'm way above your snakes and ladders game

Beiimaan Love,Release Year - 2016,"Zindagi mein jab ek darwaza band hota hai ... aur aapko lagta hai thak gaye, haar chuke ho ... toh sirf aur sirf aapki himmat aur shakti aapke liye kayi aur darwaze khol deti hai ... and that's what makes you discover the real you, the fighter in you","When one door closes in life ... and when you think that you're tired and defeated ... then only your courage and your willpower can open many other doors for you ... and that's what makes you discover the real you, the fighter in you"

Beiimaan Love,Release Year - 2016,Aaj mera paas sab kuch hai lekin phir bhi kuch nahi hai,Today I have everything but still I don't have anything

Rustom,Release Year - 2016,Matlab baazi jeetne se hai ... phir chahe pyada qurbaan ho ya phir rani,Winning is important ... it doesn't matter if you sacrifice your pawn or your queen

Rustom,Release Year - 2016,"Meri uniform meri aadat hai ... jaise ki saans lena, apne desh ki raksha karna",My uniform is my habit ... just like breathing and protecting my country

Rustom,Release Year - 2016,Tune aankhon se joh keh di thi woh baat kaise bhoolunga ... tere sang mein joh guzri thi woh raat kaise bhoolunga,How can I forget what you had said from your eyes ... how can I forget the night that I had spent with you

Rustom,Release Year - 2016,Khushboo tumhari zulfon ki ab tak basi hai saanson mein ... mehak jaati hai rooh meri jab aati ho tum baahon mein,The fragrance of your hair is still there in my breaths ... my soul picks up the aroma when you come in my arms

Raman Raghav 2.0,Release Year - 2016,Bade police waale ki aankh mein aankh daalke baat karne ka mazaa hi zabardast hota hai,The fun of looking into the eyes of a senior police officer and talking to him is amazing

Raman Raghav 2.0,Release Year - 2016,"Isko bol gun neeche kare ... nahi toh mera team joh bahar behta hai na ... isko kamre mein le jaake itna maaregi ki 480 bhashayein jitni Bharat mein boli jaati hai, sab bolne lagega",Tell him to lower the gun ... or my team that is sitting outside ... will take him into a room and hit him so badly that he will start speaking all the 480 languages that are spoken in India

